day,hour,negative,neutral,positive
6,13,0.16510903426791276,0.7102803738317757,0.12461059190031153
6,14,0.18432510885341075,0.6727140783744557,0.14296081277213352
6,15,0.19213483146067414,0.6724719101123595,0.13539325842696628
6,16,0.1792498782269849,0.6668290306867998,0.1539210910862153
6,17,0.18333333333333332,0.6884259259259259,0.12824074074074074
6,18,0.1802434456928839,0.674625468164794,0.1451310861423221
6,19,0.17644276253547778,0.684957426679281,0.13859981078524125
6,20,0.16792249730893433,0.6623609616074633,0.16971654108360243
6,21,0.17188126754913757,0.6660649819494585,0.16205375050140394
6,22,0.17452640064490124,0.6592099959693671,0.16626360338573157
6,23,0.15290887249013213,0.6579715119272352,0.18911961558263257
