,month,hour,precinct,totalNumber,felony,misdemeanor,violation
15969,9,15,72,53,12,35,6
15970,9,15,109,91,27,53,11
15971,9,15,24,57,17,34,6
15972,9,15,81,63,19,32,12
15973,9,15,90,77,22,46,9
15974,9,15,112,44,11,27,6
15975,9,15,43,107,30,66,11
15976,9,15,84,69,17,45,7
15977,9,15,47,93,34,44,15
15978,9,15,77,56,16,28,12
15979,9,15,101,50,18,22,10
15980,9,15,83,52,14,29,9
15981,9,15,113,77,30,40,7
15982,9,15,120,78,16,36,26
15983,9,15,70,94,34,53,7
15984,9,15,69,44,14,18,12
15985,9,15,66,41,13,22,6
15986,9,15,114,86,17,55,14
15987,9,15,76,12,2,8,2
15988,9,15,63,58,20,35,3
15989,9,15,45,74,15,45,14
15990,9,15,106,38,14,17,7
15991,9,15,10,32,12,15,5
15992,9,15,78,55,14,36,5
15993,9,15,6,47,14,30,3
15994,9,15,5,80,29,44,7
15995,9,15,94,33,8,17,8
15996,9,15,40,147,45,80,22
15997,9,15,34,44,15,26,3
15998,9,15,32,79,20,44,15
15999,9,15,50,52,10,33,9
16000,9,15,25,78,18,56,4
16001,9,15,100,35,13,20,2
16002,9,15,18,103,41,51,11
16003,9,15,20,53,7,39,7
16004,9,15,111,26,13,12,1
16005,9,15,107,47,19,22,6
16006,9,15,30,40,9,27,4
16007,9,15,49,63,13,37,13
16008,9,15,88,45,13,30,2
16009,9,15,26,24,6,15,3
16010,9,15,123,19,4,10,5
16011,9,15,9,59,12,45,2
16012,9,15,104,52,13,32,7
16013,9,15,33,19,7,8,4
16014,9,15,62,64,17,30,17
16015,9,15,22,6,0,6,0
16016,9,16,44,135,35,86,14
16017,9,16,103,108,33,58,17
16018,9,16,28,65,15,43,7
16019,9,16,105,71,23,32,16
16020,9,16,13,78,19,49,10
16021,9,16,71,60,17,36,7
16022,9,16,7,40,9,25,6
16023,9,16,46,94,26,53,15
16024,9,16,48,87,29,50,8
16025,9,16,19,57,19,34,4
16026,9,16,41,57,23,25,9
16027,9,16,14,154,51,94,9
16028,9,16,67,99,28,49,22
16029,9,16,17,25,10,12,3
16030,9,16,61,49,11,33,5
16031,9,16,102,48,10,25,13
16032,9,16,110,80,13,59,8
16033,9,16,108,38,10,19,9
16034,9,16,75,165,40,96,29
16035,9,16,73,103,43,54,6
16036,9,16,60,64,14,41,9
16037,9,16,68,51,13,25,13
16038,9,16,79,69,22,34,13
16039,9,16,121,78,12,45,21
16040,9,16,23,88,23,56,9
16041,9,16,42,78,19,46,13
16042,9,16,115,47,19,25,3
16043,9,16,52,127,39,75,13
16044,9,16,122,55,11,31,13
16045,9,16,1,71,23,46,2
16046,9,16,72,54,12,36,6
16047,9,16,109,67,18,39,10
16048,9,16,24,38,11,22,5
16049,9,16,81,45,16,25,4
16050,9,16,90,76,21,45,10
16051,9,16,112,33,10,23,0
16052,9,16,43,134,37,79,18
16053,9,16,84,66,14,41,11
16054,9,16,47,76,18,48,10
16055,9,16,77,61,24,30,7
16056,9,16,101,47,10,28,9
16057,9,16,83,52,17,31,4
16058,9,16,113,76,26,37,13
16059,9,16,120,62,10,33,19
16060,9,16,70,78,30,37,11
16061,9,16,69,40,11,22,7
16062,9,16,66,38,11,24,3
16063,9,16,114,68,14,39,15
16064,9,16,76,28,11,14,3
16065,9,16,63,54,15,32,7
16066,9,16,45,84,22,49,13
16067,9,16,106,49,16,25,8
16068,9,16,10,27,7,16,4
16069,9,16,78,47,13,25,9
16070,9,16,6,59,22,35,2
16071,9,16,5,48,13,31,4
16072,9,16,94,43,10,26,7
16073,9,16,40,123,26,77,20
16074,9,16,34,36,7,24,5
16075,9,16,32,60,12,35,13
16076,9,16,50,54,14,34,6
16077,9,16,25,82,23,55,4
16078,9,16,100,39,12,22,5
16079,9,16,18,68,16,43,9
16080,9,16,20,44,10,31,3
16081,9,16,111,20,6,14,0
16082,9,16,107,45,11,28,6
16083,9,16,30,40,6,27,7
16084,9,16,49,70,14,39,17
16085,9,16,88,42,10,31,1
16086,9,16,26,36,6,26,4
16087,9,16,123,30,8,15,7
16088,9,16,9,51,16,29,6
16089,9,16,104,60,11,40,9
16090,9,16,33,25,11,12,2
16091,9,16,62,54,12,32,10
16092,9,16,22,8,3,4,1
16093,9,17,44,127,22,94,11
16094,9,17,103,100,26,58,16
16095,9,17,28,62,19,35,8
16096,9,17,105,78,29,40,9
16097,9,17,13,81,24,46,11
16098,9,17,71,66,21,34,11
16099,9,17,7,43,13,25,5
16100,9,17,46,80,19,42,19
16101,9,17,48,100,29,57,14
16102,9,17,19,55,23,28,4
16103,9,17,41,86,35,42,9
16104,9,17,14,116,34,79,3
16105,9,17,67,112,41,55,16
16106,9,17,17,30,16,13,1
16107,9,17,61,43,20,18,5
16108,9,17,102,55,15,26,14
16109,9,17,110,49,11,34,4
16110,9,17,108,40,14,20,6
16111,9,17,75,151,42,82,27
16112,9,17,73,106,36,60,10
16113,9,17,60,50,13,33,4
16114,9,17,68,49,13,32,4
16115,9,17,79,77,26,39,12
16116,9,17,121,75,16,42,17
16117,9,17,23,64,18,39,7
16118,9,17,42,81,27,47,7
16119,9,17,115,58,10,39,9
16120,9,17,52,129,42,74,13
16121,9,17,122,53,10,29,14
16122,9,17,1,71,23,45,3
16123,9,17,72,46,11,32,3
16124,9,17,109,87,31,44,12
16125,9,17,24,37,8,23,6
16126,9,17,81,59,16,34,9
16127,9,17,90,55,16,31,8
16128,9,17,112,40,7,23,10
16129,9,17,43,118,32,74,12
16130,9,17,84,54,14,33,7
16131,9,17,47,68,16,41,11
16132,9,17,77,78,24,42,12
16133,9,17,101,33,5,19,9
16134,9,17,83,52,14,28,10
16135,9,17,113,58,19,29,10
16136,9,17,120,66,16,29,21
16137,9,17,70,61,15,35,11
16138,9,17,69,46,11,22,13
16139,9,17,66,36,11,20,5
16140,9,17,114,83,24,46,13
16141,9,17,76,21,9,9,3
16142,9,17,63,39,11,23,5
16143,9,17,45,67,17,40,10
16144,9,17,106,53,17,31,5
16145,9,17,10,36,13,22,1
16146,9,17,78,39,9,25,5
16147,9,17,6,51,13,30,8
16148,9,17,5,48,17,28,3
16149,9,17,94,31,12,15,4
16150,9,17,40,109,33,58,18
16151,9,17,34,55,15,32,8
16152,9,17,32,82,22,49,11
16153,9,17,50,55,14,33,8
16154,9,17,25,88,18,61,9
16155,9,17,100,38,16,14,8
16156,9,17,18,88,31,48,9
16157,9,17,20,49,17,32,0
16158,9,17,111,18,6,10,2
16159,9,17,107,45,20,20,5
16160,9,17,30,43,9,28,6
16161,9,17,49,69,22,39,8
16162,9,17,88,40,13,19,8
16163,9,17,26,40,10,26,4
16164,9,17,123,22,6,13,3
16165,9,17,9,55,13,35,7
16166,9,17,104,69,17,40,12
16167,9,17,33,34,7,18,9
16168,9,17,62,74,14,46,14
16169,9,17,22,1,0,1,0
16170,9,18,44,167,31,123,13
16171,9,18,103,87,28,46,13
16172,9,18,28,51,10,33,8
16173,9,18,105,60,23,25,12
16174,9,18,13,75,21,44,10
16175,9,18,71,74,21,39,14
16176,9,18,7,44,12,26,6
16177,9,18,46,103,25,63,15
16178,9,18,48,75,24,38,13
16179,9,18,19,48,21,22,5
16180,9,18,41,57,16,32,9
16181,9,18,14,124,34,87,3
16182,9,18,67,99,32,52,15
16183,9,18,17,25,7,11,7
16184,9,18,61,57,16,35,6
16185,9,18,102,61,21,27,13
16186,9,18,110,51,12,38,1
16187,9,18,108,40,10,24,6
16188,9,18,75,206,65,108,33
16189,9,18,73,90,27,50,13
16190,9,18,60,57,15,31,11
16191,9,18,68,58,15,30,13
16192,9,18,79,74,21,42,11
16193,9,18,121,76,16,47,13
16194,9,18,23,80,16,54,10
16195,9,18,42,70,17,40,13
16196,9,18,115,66,19,42,5
16197,9,18,52,120,32,72,16
16198,9,18,122,44,7,20,17
16199,9,18,1,45,16,27,2
16200,9,18,72,36,8,25,3
16201,9,18,109,79,33,37,9
16202,9,18,24,58,20,28,10
16203,9,18,81,55,17,32,6
16204,9,18,90,48,10,28,10
16205,9,18,112,36,11,23,2
16206,9,18,43,111,23,70,18
16207,9,18,84,58,18,36,4
16208,9,18,47,101,23,60,18
16209,9,18,77,73,19,32,22
16210,9,18,101,46,13,22,11
16211,9,18,83,63,19,34,10
16212,9,18,113,77,30,40,7
16213,9,18,120,89,17,47,25
16214,9,18,70,72,19,43,10
16215,9,18,69,54,13,31,10
16216,9,18,66,32,7,20,5
16217,9,18,114,85,22,53,10
16218,9,18,76,22,7,13,2
16219,9,18,63,53,16,29,8
16220,9,18,45,68,8,54,6
16221,9,18,106,56,12,33,11
16222,9,18,10,35,9,21,5
16223,9,18,78,42,12,22,8
16224,9,18,6,38,9,24,5
16225,9,18,5,53,10,35,8
16226,9,18,94,31,11,17,3
16227,9,18,40,135,38,79,18
16228,9,18,34,64,17,34,13
16229,9,18,32,80,17,51,12
16230,9,18,50,45,10,29,6
16231,9,18,25,69,19,44,6
16232,9,18,100,29,7,13,9
16233,9,18,18,90,33,52,5
16234,9,18,20,42,8,32,2
16235,9,18,111,23,9,10,4
16236,9,18,107,44,17,19,8
16237,9,18,30,40,9,22,9
16238,9,18,49,96,21,57,18
16239,9,18,88,55,19,26,10
16240,9,18,26,32,7,19,6
16241,9,18,123,24,4,16,4
16242,9,18,9,54,13,34,7
16243,9,18,104,62,19,32,11
16244,9,18,33,33,7,22,4
16245,9,18,62,62,18,37,7
16246,9,18,22,3,0,2,1
16247,9,19,44,142,34,99,9
16248,9,19,103,92,31,46,15
16249,9,19,28,53,18,28,7
16250,9,19,105,78,36,22,20
16251,9,19,13,71,31,35,5
16252,9,19,71,67,16,40,11
16253,9,19,7,33,5,21,7
16254,9,19,46,102,19,68,15
16255,9,19,48,88,23,57,8
16256,9,19,19,50,16,28,6
16257,9,19,41,77,26,42,9
16258,9,19,14,99,39,54,6
16259,9,19,67,101,25,56,20
16260,9,19,17,27,9,12,6
16261,9,19,61,49,21,24,4
16262,9,19,102,65,17,35,13
16263,9,19,110,77,16,53,8
16264,9,19,108,41,3,27,11
16265,9,19,75,171,50,99,22
16266,9,19,73,95,34,43,18
16267,9,19,60,56,12,35,9
16268,9,19,68,41,11,27,3
16269,9,19,79,69,20,41,8
16270,9,19,121,55,8,33,14
16271,9,19,23,82,19,55,8
16272,9,19,42,89,23,59,7
16273,9,19,115,71,24,42,5
16274,9,19,52,130,32,84,14
16275,9,19,122,40,10,16,14
16276,9,19,1,46,14,30,2
16277,9,19,72,46,15,22,9
16278,9,19,109,72,26,40,6
16279,9,19,24,37,11,22,4
16280,9,19,81,78,21,51,6
16281,9,19,90,51,18,29,4
16282,9,19,112,29,8,19,2
16283,9,19,43,126,38,68,20
16284,9,19,84,49,16,29,4
16285,9,19,47,88,30,48,10
16286,9,19,77,67,17,37,13
16287,9,19,101,55,21,27,7
16288,9,19,83,61,18,34,9
16289,9,19,113,71,29,29,13
16290,9,19,120,70,15,35,20
16291,9,19,70,96,25,59,12
16292,9,19,69,48,13,23,12
16293,9,19,66,43,18,21,4
16294,9,19,114,98,31,51,16
16295,9,19,76,22,5,15,2
16296,9,19,63,48,10,34,4
16297,9,19,45,60,9,44,7
16298,9,19,106,53,16,27,10
16299,9,19,10,32,12,17,3
16300,9,19,78,40,14,24,2
16301,9,19,6,43,18,24,1
16302,9,19,5,34,11,21,2
16303,9,19,94,31,10,18,3
16304,9,19,40,108,18,77,13
16305,9,19,34,45,17,23,5
16306,9,19,32,80,16,46,18
16307,9,19,50,46,16,24,6
16308,9,19,25,69,13,46,10
16309,9,19,100,25,8,12,5
16310,9,19,18,79,27,41,11
16311,9,19,20,48,9,29,10
16312,9,19,111,30,12,12,6
16313,9,19,107,38,10,22,6
16314,9,19,30,35,9,19,7
16315,9,19,49,90,24,53,13
16316,9,19,88,35,13,17,5
16317,9,19,26,32,13,14,5
16318,9,19,123,21,2,10,9
16319,9,19,9,59,19,33,7
16320,9,19,104,56,20,30,6
16321,9,19,33,32,14,15,3
16322,9,19,62,49,12,24,13
16323,9,19,22,2,0,2,0
16324,9,20,44,124,30,81,13
16325,9,20,103,76,29,38,9
16326,9,20,28,46,20,24,2
16327,9,20,105,64,19,31,14
16328,9,20,13,57,21,31,5
16329,9,20,71,61,18,33,10
16330,9,20,7,32,14,14,4
16331,9,20,46,106,23,71,12
16332,9,20,48,102,27,61,14
16333,9,20,19,44,16,25,3
16334,9,20,41,77,21,47,9
16335,9,20,14,87,32,48,7
16336,9,20,67,109,30,58,21
16337,9,20,17,16,10,6,0
16338,9,20,61,47,12,29,6
16339,9,20,102,55,15,29,11
16340,9,20,110,79,21,51,7
16341,9,20,108,35,13,18,4
16342,9,20,75,213,74,115,24
16343,9,20,73,106,32,50,24
16344,9,20,60,59,20,33,6
16345,9,20,68,42,14,18,10
16346,9,20,79,72,33,32,7
16347,9,20,121,60,15,36,9
16348,9,20,23,83,18,53,12
16349,9,20,42,99,14,70,15
16350,9,20,115,58,11,39,8
16351,9,20,52,101,28,65,8
16352,9,20,122,61,20,34,7
16353,9,20,1,42,7,33,2
16354,9,20,72,43,14,25,4
16355,9,20,109,63,26,28,9
16356,9,20,24,41,9,21,11
16357,9,20,81,76,21,44,11
16358,9,20,90,51,24,25,2
16359,9,20,112,25,7,17,1
16360,9,20,43,113,29,66,18
16361,9,20,84,30,10,16,4
16362,9,20,47,98,25,60,13
16363,9,20,77,82,32,36,14
16364,9,20,101,45,17,19,9
16365,9,20,83,62,34,18,10
16366,9,20,113,82,22,51,9
16367,9,20,120,79,17,46,16
16368,9,20,70,83,27,46,10
16369,9,20,69,42,13,20,9
16370,9,20,66,36,10,21,5
16371,9,20,114,93,18,61,14
16372,9,20,76,25,8,16,1
16373,9,20,63,44,12,21,11
16374,9,20,45,66,18,42,6
16375,9,20,106,69,22,36,11
16376,9,20,10,20,4,16,0
16377,9,20,78,31,10,16,5
16378,9,20,6,33,12,19,2
16379,9,20,5,44,13,26,5
16380,9,20,94,38,17,17,4
16381,9,20,40,158,35,104,19
16382,9,20,34,59,19,35,5
16383,9,20,32,54,7,38,9
16384,9,20,50,49,14,29,6
16385,9,20,25,79,23,48,8
16386,9,20,100,28,14,9,5
16387,9,20,18,72,30,29,13
16388,9,20,20,38,5,29,4
16389,9,20,111,17,5,9,3
16390,9,20,107,40,12,27,1
16391,9,20,30,25,7,15,3
16392,9,20,49,79,22,47,10
16393,9,20,88,39,19,14,6
16394,9,20,26,34,9,20,5
16395,9,20,123,18,1,14,3
16396,9,20,9,57,17,28,12
16397,9,20,104,60,13,35,12
16398,9,20,33,45,14,24,7
16399,9,20,62,52,13,23,16
16400,9,20,22,5,3,2,0
16401,9,21,44,125,36,74,15
16402,9,21,103,65,23,31,11
16403,9,21,28,52,10,34,8
16404,9,21,105,66,30,25,11
16405,9,21,13,49,17,27,5
16406,9,21,71,63,14,39,10
16407,9,21,7,33,9,23,1
16408,9,21,46,110,27,69,14
16409,9,21,48,107,32,68,7
16410,9,21,19,28,11,15,2
16411,9,21,41,62,19,39,4
16412,9,21,14,72,34,36,2
16413,9,21,67,106,35,50,21
16414,9,21,17,25,12,7,6
16415,9,21,61,46,18,23,5
16416,9,21,102,48,13,29,6
16417,9,21,110,56,18,35,3
16418,9,21,108,44,16,17,11
16419,9,21,75,177,48,108,21
16420,9,21,73,114,34,63,17
16421,9,21,60,47,12,29,6
16422,9,21,68,38,13,18,7
16423,9,21,79,59,22,30,7
16424,9,21,121,77,19,45,13
16425,9,21,23,82,13,62,7
16426,9,21,42,100,23,69,8
16427,9,21,115,69,29,30,10
16428,9,21,52,107,29,71,7
16429,9,21,122,50,8,28,14
16430,9,21,1,30,9,20,1
16431,9,21,72,41,9,22,10
16432,9,21,109,48,15,26,7
16433,9,21,24,40,13,21,6
16434,9,21,81,51,20,25,6
16435,9,21,90,57,20,27,10
16436,9,21,112,35,9,20,6
16437,9,21,43,121,27,78,16
16438,9,21,84,31,10,16,5
16439,9,21,47,91,30,55,6
16440,9,21,77,72,27,35,10
16441,9,21,101,45,15,25,5
16442,9,21,83,64,22,30,12
16443,9,21,113,77,30,32,15
16444,9,21,120,78,16,42,20
16445,9,21,70,68,25,36,7
16446,9,21,69,55,17,30,8
16447,9,21,66,50,14,32,4
16448,9,21,114,88,23,40,25
16449,9,21,76,19,10,9,0
16450,9,21,63,56,14,33,9
16451,9,21,45,58,16,34,8
16452,9,21,106,60,21,29,10
16453,9,21,10,25,9,11,5
16454,9,21,78,28,8,15,5
16455,9,21,6,42,16,23,3
16456,9,21,5,38,10,24,4
16457,9,21,94,35,16,16,3
16458,9,21,40,133,26,95,12
16459,9,21,34,39,12,22,5
16460,9,21,32,59,18,31,10
16461,9,21,50,36,13,18,5
16462,9,21,25,53,18,29,6
16463,9,21,100,21,11,10,0
16464,9,21,18,63,18,33,12
16465,9,21,20,21,6,11,4
16466,9,21,111,19,7,10,2
16467,9,21,107,41,14,25,2
16468,9,21,30,40,8,23,9
16469,9,21,49,66,20,40,6
16470,9,21,88,46,17,20,9
16471,9,21,26,21,7,8,6
16472,9,21,123,26,6,18,2
16473,9,21,9,56,16,33,7
16474,9,21,104,55,21,28,6
16475,9,21,33,33,15,16,2
16476,9,21,62,40,7,24,9
16477,9,21,22,4,0,3,1
16478,9,22,44,119,28,79,12
16479,9,22,103,79,29,39,11
16480,9,22,28,41,12,26,3
16481,9,22,105,76,32,28,16
16482,9,22,13,43,18,21,4
16483,9,22,71,72,25,37,10
16484,9,22,7,30,7,19,4
16485,9,22,46,90,23,57,10
16486,9,22,48,85,33,48,4
16487,9,22,19,29,11,16,2
16488,9,22,41,64,22,40,2
16489,9,22,14,67,16,48,3
16490,9,22,67,77,25,44,8
16491,9,22,17,23,8,14,1
16492,9,22,61,48,15,31,2
16493,9,22,102,40,16,16,8
16494,9,22,110,43,13,25,5
16495,9,22,108,35,16,17,2
16496,9,22,75,191,56,113,22
16497,9,22,73,78,22,46,10
16498,9,22,60,51,17,28,6
16499,9,22,68,39,15,21,3
16500,9,22,79,81,26,44,11
16501,9,22,121,75,20,44,11
16502,9,22,23,72,23,42,7
16503,9,22,42,79,21,46,12
16504,9,22,115,66,17,43,6
16505,9,22,52,100,25,69,6
16506,9,22,122,52,17,26,9
16507,9,22,1,24,7,16,1
16508,9,22,72,44,20,19,5
16509,9,22,109,66,18,36,12
16510,9,22,24,41,10,22,9
16511,9,22,81,46,18,19,9
16512,9,22,90,56,14,36,6
16513,9,22,112,18,10,7,1
16514,9,22,43,128,30,82,16
16515,9,22,84,22,9,9,4
16516,9,22,47,80,18,48,14
16517,9,22,77,60,21,28,11
16518,9,22,101,41,11,22,8
16519,9,22,83,62,24,28,10
16520,9,22,113,70,31,35,4
16521,9,22,120,78,19,43,16
16522,9,22,70,67,21,35,11
16523,9,22,69,42,13,27,2
16524,9,22,66,48,13,27,8
16525,9,22,114,64,18,35,11
16526,9,22,76,14,4,7,3
16527,9,22,63,48,10,35,3
16528,9,22,45,48,19,25,4
16529,9,22,106,69,30,34,5
16530,9,22,10,31,14,15,2
16531,9,22,78,25,11,13,1
16532,9,22,6,37,20,14,3
16533,9,22,5,30,10,19,1
16534,9,22,94,27,11,14,2
16535,9,22,40,121,29,87,5
16536,9,22,34,43,17,23,3
16537,9,22,32,59,8,47,4
16538,9,22,50,46,16,26,4
16539,9,22,25,72,15,54,3
16540,9,22,100,32,17,10,5
16541,9,22,18,54,20,29,5
16542,9,22,20,19,4,14,1
16543,9,22,111,28,10,15,3
16544,9,22,107,44,13,22,9
16545,9,22,30,31,5,20,6
16546,9,22,49,48,17,26,5
16547,9,22,88,41,17,16,8
16548,9,22,26,24,9,13,2
16549,9,22,123,18,2,14,2
16550,9,22,9,47,20,25,2
16551,9,22,104,49,17,25,7
16552,9,22,33,23,6,13,4
16553,9,22,62,39,9,23,7
16554,9,22,22,4,2,2,0
16555,9,23,44,115,28,74,13
16556,9,23,103,48,23,22,3
16557,9,23,28,30,13,17,0
16558,9,23,105,61,27,26,8
16559,9,23,13,34,13,17,4
16560,9,23,71,54,13,36,5
16561,9,23,7,25,10,15,0
16562,9,23,46,85,19,60,6
16563,9,23,48,58,11,42,5
16564,9,23,19,28,12,12,4
16565,9,23,41,44,9,29,6
16566,9,23,14,50,20,27,3
16567,9,23,67,95,33,51,11
16568,9,23,17,11,6,4,1
16569,9,23,61,30,7,19,4
16570,9,23,102,45,14,21,10
16571,9,23,110,52,20,27,5
16572,9,23,108,38,10,22,6
16573,9,23,75,156,55,89,12
16574,9,23,73,86,30,48,8
16575,9,23,60,50,15,29,6
16576,9,23,68,34,14,18,2
16577,9,23,79,54,17,25,12
16578,9,23,121,50,10,31,9
16579,9,23,23,51,9,35,7
16580,9,23,42,80,18,55,7
16581,9,23,115,87,25,58,4
16582,9,23,52,76,10,58,8
16583,9,23,122,27,5,16,6
16584,9,23,1,21,6,14,1
16585,9,23,72,58,18,32,8
16586,9,23,109,57,15,35,7
16587,9,23,24,31,9,19,3
16588,9,23,81,50,24,23,3
16589,9,23,90,59,22,30,7
16590,9,23,112,18,8,5,5
16591,9,23,43,92,25,58,9
16592,9,23,84,19,11,7,1
16593,9,23,47,95,24,61,10
16594,9,23,77,68,23,36,9
16595,9,23,101,46,20,19,7
16596,9,23,83,59,23,32,4
16597,9,23,113,54,21,29,4
16598,9,23,120,52,19,24,9
16599,9,23,70,49,19,23,7
16600,9,23,69,47,28,15,4
16601,9,23,66,50,10,33,7
16602,9,23,114,84,22,49,13
16603,9,23,76,18,8,8,2
16604,9,23,63,30,14,14,2
16605,9,23,45,38,6,28,4
16606,9,23,106,50,22,22,6
16607,9,23,10,29,14,14,1
16608,9,23,78,24,8,12,4
16609,9,23,6,50,15,27,8
16610,9,23,5,25,6,16,3
16611,9,23,94,38,14,21,3
16612,9,23,40,116,30,82,4
16613,9,23,34,40,8,24,8
16614,9,23,32,48,13,29,6
16615,9,23,50,41,16,24,1
16616,9,23,25,52,14,34,4
16617,9,23,100,21,10,9,2
16618,9,23,18,46,19,21,6
16619,9,23,20,25,7,12,6
16620,9,23,111,23,7,10,6
16621,9,23,107,35,16,16,3
16622,9,23,30,32,11,16,5
16623,9,23,49,39,9,24,6
16624,9,23,88,42,19,17,6
16625,9,23,26,18,9,8,1
16626,9,23,123,27,7,14,6
16627,9,23,9,53,24,27,2
16628,9,23,104,48,21,23,4
16629,9,23,33,24,9,11,4
16630,9,23,62,34,10,23,1
16631,9,23,22,1,0,1,0
16632,10,0,44,93,30,59,4
16633,10,0,103,44,16,26,2
16634,10,0,28,18,9,8,1
16635,10,0,105,57,27,25,5
16636,10,0,13,70,31,36,3
16637,10,0,71,78,25,44,9
16638,10,0,7,34,8,24,2
16639,10,0,46,66,22,41,3
16640,10,0,48,60,19,40,1
16641,10,0,19,39,19,20,0
16642,10,0,41,29,10,16,3
16643,10,0,14,58,25,26,7
16644,10,0,67,110,50,51,9
16645,10,0,17,39,15,18,6
16646,10,0,61,48,29,14,5
16647,10,0,102,54,23,24,7
16648,10,0,110,65,31,26,8
16649,10,0,108,52,13,31,8
16650,10,0,75,142,39,96,7
16651,10,0,73,94,39,44,11
16652,10,0,60,53,14,34,5
16653,10,0,68,38,11,24,3
16654,10,0,79,62,23,32,7
16655,10,0,121,53,19,31,3
16656,10,0,23,44,21,21,2
16657,10,0,42,40,10,27,3
16658,10,0,115,81,32,44,5
16659,10,0,52,69,26,39,4
16660,10,0,122,42,10,30,2
16661,10,0,1,39,16,22,1
16662,10,0,72,46,18,26,2
16663,10,0,109,53,18,32,3
16664,10,0,24,40,16,18,6
16665,10,0,81,40,17,19,4
16666,10,0,90,61,21,35,5
16667,10,0,112,24,13,10,1
16668,10,0,43,95,31,53,11
16669,10,0,84,24,14,6,4
16670,10,0,47,68,25,39,4
16671,10,0,77,61,23,34,4
16672,10,0,101,28,15,12,1
16673,10,0,83,72,25,42,5
16674,10,0,113,71,30,36,5
16675,10,0,120,63,14,38,11
16676,10,0,70,66,26,33,7
16677,10,0,69,39,14,22,3
16678,10,0,66,46,17,23,6
16679,10,0,114,96,33,52,11
16680,10,0,76,22,8,12,2
16681,10,0,63,49,15,32,2
16682,10,0,45,40,9,22,9
16683,10,0,106,61,33,23,5
16684,10,0,10,29,13,15,1
16685,10,0,78,53,13,37,3
16686,10,0,6,59,17,39,3
16687,10,0,5,24,11,10,3
16688,10,0,94,50,16,30,4
16689,10,0,40,116,35,74,7
16690,10,0,34,66,28,31,7
16691,10,0,32,54,18,28,8
16692,10,0,50,42,17,23,2
16693,10,0,25,55,18,35,2
16694,10,0,100,14,7,3,4
16695,10,0,18,49,24,23,2
16696,10,0,20,30,13,13,4
16697,10,0,111,35,12,23,0
16698,10,0,107,29,18,10,1
16699,10,0,30,17,6,6,5
16700,10,0,49,62,25,33,4
16701,10,0,88,44,12,28,4
16702,10,0,26,20,9,9,2
16703,10,0,123,25,10,11,4
16704,10,0,9,42,18,22,2
16705,10,0,104,50,18,29,3
16706,10,0,33,36,12,22,2
16707,10,0,62,61,23,34,4
16708,10,0,22,2,1,1,0
16709,10,1,44,90,23,59,8
16710,10,1,103,43,19,18,6
16711,10,1,28,24,4,19,1
16712,10,1,105,31,16,11,4
16713,10,1,13,38,18,17,3
16714,10,1,71,39,12,26,1
16715,10,1,7,43,11,30,2
16716,10,1,46,55,20,32,3
16717,10,1,48,54,15,33,6
16718,10,1,19,20,7,13,0
16719,10,1,41,34,6,24,4
16720,10,1,14,47,25,17,5
16721,10,1,67,82,28,44,10
16722,10,1,17,15,9,3,3
16723,10,1,61,30,14,16,0
16724,10,1,102,32,9,19,4
16725,10,1,110,44,8,33,3
16726,10,1,108,40,14,24,2
16727,10,1,75,110,36,68,6
16728,10,1,73,51,17,26,8
16729,10,1,60,36,12,20,4
16730,10,1,68,26,12,13,1
16731,10,1,79,47,25,19,3
16732,10,1,121,53,10,39,4
16733,10,1,23,49,11,37,1
16734,10,1,42,62,18,41,3
16735,10,1,115,53,16,35,2
16736,10,1,52,45,21,22,2
16737,10,1,122,22,8,13,1
16738,10,1,1,29,8,18,3
16739,10,1,72,39,11,24,4
16740,10,1,109,45,12,29,4
16741,10,1,24,19,8,11,0
16742,10,1,81,35,14,15,6
16743,10,1,90,49,17,26,6
16744,10,1,112,10,6,4,0
16745,10,1,43,85,29,45,11
16746,10,1,84,19,7,10,2
16747,10,1,47,53,14,36,3
16748,10,1,77,48,20,22,6
16749,10,1,101,28,12,15,1
16750,10,1,83,44,17,26,1
16751,10,1,113,41,22,16,3
16752,10,1,120,38,6,28,4
16753,10,1,70,46,18,26,2
16754,10,1,69,35,12,19,4
16755,10,1,66,25,10,12,3
16756,10,1,114,45,13,30,2
16757,10,1,76,14,5,9,0
16758,10,1,63,24,11,10,3
16759,10,1,45,40,11,23,6
16760,10,1,106,44,20,21,3
16761,10,1,10,28,12,16,0
16762,10,1,78,17,4,11,2
16763,10,1,6,34,13,18,3
16764,10,1,5,16,5,11,0
16765,10,1,94,29,12,16,1
16766,10,1,40,81,19,58,4
16767,10,1,34,34,15,15,4
16768,10,1,32,41,10,25,6
16769,10,1,50,14,6,7,1
16770,10,1,25,35,15,18,2
16771,10,1,100,9,6,3,0
16772,10,1,18,42,10,24,8
16773,10,1,20,12,6,6,0
16774,10,1,111,11,6,5,0
16775,10,1,107,32,7,20,5
16776,10,1,30,26,8,16,2
16777,10,1,49,44,20,20,4
16778,10,1,88,28,12,14,2
16779,10,1,26,10,2,7,1
16780,10,1,123,18,1,15,2
16781,10,1,9,54,12,39,3
16782,10,1,104,55,14,40,1
16783,10,1,33,18,7,9,2
16784,10,1,62,27,8,17,2
16785,10,1,22,0,0,0,0
16786,10,2,44,61,16,34,11
16787,10,2,103,27,11,13,3
16788,10,2,28,16,4,10,2
16789,10,2,105,33,20,9,4
