,month,hour,precinct,totalNumber,felony,misdemeanor,violation
2546,2,9,71,27,10,15,2
2547,2,9,7,20,3,11,6
2548,2,9,46,37,15,14,8
2549,2,9,48,38,12,23,3
2550,2,9,19,33,13,19,1
2551,2,9,41,39,15,18,6
2552,2,9,14,36,15,20,1
2553,2,9,67,48,13,25,10
2554,2,9,17,21,9,10,2
2555,2,9,61,49,15,27,7
2556,2,9,102,35,15,19,1
2557,2,9,110,19,6,12,1
2558,2,9,108,22,12,5,5
2559,2,9,75,90,34,39,17
2560,2,9,73,53,16,28,9
2561,2,9,60,28,10,12,6
2562,2,9,68,22,8,8,6
2563,2,9,79,29,14,14,1
2564,2,9,121,30,5,20,5
2565,2,9,23,28,6,20,2
2566,2,9,42,21,4,12,5
2567,2,9,115,43,18,20,5
2568,2,9,52,57,23,26,8
2569,2,9,122,31,9,15,7
2570,2,9,1,34,9,23,2
2571,2,9,72,18,8,9,1
2572,2,9,109,32,13,13,6
2573,2,9,24,28,13,13,2
2574,2,9,81,25,15,8,2
2575,2,9,90,27,7,15,5
2576,2,9,112,17,6,11,0
2577,2,9,43,48,10,30,8
2578,2,9,84,18,5,11,2
2579,2,9,47,42,11,26,5
2580,2,9,77,35,9,22,4
2581,2,9,101,19,6,8,5
2582,2,9,83,46,20,16,10
2583,2,9,113,47,17,28,2
2584,2,9,120,42,11,20,11
2585,2,9,70,31,10,14,7
2586,2,9,69,26,10,12,4
2587,2,9,66,27,13,10,4
2588,2,9,114,46,14,23,9
2589,2,9,76,17,7,7,3
2590,2,9,63,28,13,12,3
2591,2,9,45,43,13,22,8
2592,2,9,106,41,19,17,5
2593,2,9,10,21,7,12,2
2594,2,9,78,16,9,5,2
2595,2,9,6,20,11,7,2
2596,2,9,5,28,12,12,4
2597,2,9,94,14,6,7,1
2598,2,9,40,52,16,25,11
2599,2,9,34,25,8,12,5
2600,2,9,32,31,5,21,5
2601,2,9,50,18,5,11,2
2602,2,9,25,43,11,26,6
2603,2,9,100,12,4,5,3
2604,2,9,18,39,13,19,7
2605,2,9,20,24,6,12,6
2606,2,9,111,25,12,10,3
2607,2,9,107,16,7,7,2
2608,2,9,30,24,5,14,5
2609,2,9,49,46,16,27,3
2610,2,9,88,24,9,11,4
2611,2,9,26,16,4,6,6
2612,2,9,123,17,5,9,3
2613,2,9,9,19,5,12,2
2614,2,9,104,30,11,17,2
2615,2,9,33,23,13,9,1
2616,2,9,62,25,7,15,3
2617,2,9,22,0,0,0,0
2618,2,10,44,59,14,37,8
2619,2,10,103,43,17,22,4
2620,2,10,28,16,6,10,0
2621,2,10,105,45,17,17,11
2622,2,10,13,37,11,20,6
2623,2,10,71,48,14,22,12
2624,2,10,7,17,6,7,4
2625,2,10,46,46,13,27,6
2626,2,10,48,50,9,35,6
2627,2,10,19,36,17,16,3
2628,2,10,41,39,17,15,7
2629,2,10,14,60,21,32,7
2630,2,10,67,53,16,28,9
2631,2,10,17,14,2,10,2
2632,2,10,61,33,9,21,3
2633,2,10,102,32,9,17,6
2634,2,10,110,24,10,13,1
2635,2,10,108,37,12,14,11
2636,2,10,75,87,31,42,14
2637,2,10,73,60,20,32,8
2638,2,10,60,34,9,21,4
2639,2,10,68,23,6,14,3
2640,2,10,79,27,8,13,6
2641,2,10,121,28,10,12,6
2642,2,10,23,27,8,12,7
2643,2,10,42,27,8,14,5
2644,2,10,115,52,22,21,9
2645,2,10,52,40,11,21,8
2646,2,10,122,32,3,22,7
2647,2,10,1,32,10,17,5
2648,2,10,72,22,9,9,4
2649,2,10,109,39,12,22,5
2650,2,10,24,27,8,14,5
2651,2,10,81,34,12,18,4
2652,2,10,90,33,12,16,5
2653,2,10,112,18,4,12,2
2654,2,10,43,69,26,33,10
2655,2,10,84,27,7,18,2
2656,2,10,47,51,15,30,6
2657,2,10,77,43,14,19,10
2658,2,10,101,21,6,10,5
2659,2,10,83,42,16,21,5
2660,2,10,113,52,26,23,3
2661,2,10,120,45,9,29,7
2662,2,10,70,35,9,17,9
2663,2,10,69,24,6,11,7
2664,2,10,66,31,12,12,7
2665,2,10,114,65,24,31,10
2666,2,10,76,13,5,6,2
2667,2,10,63,20,7,9,4
2668,2,10,45,35,7,26,2
2669,2,10,106,28,15,12,1
2670,2,10,10,21,5,15,1
2671,2,10,78,29,6,19,4
2672,2,10,6,11,1,8,2
2673,2,10,5,25,7,14,4
2674,2,10,94,12,4,7,1
2675,2,10,40,58,15,36,7
2676,2,10,34,21,5,12,4
2677,2,10,32,26,6,16,4
2678,2,10,50,19,6,9,4
2679,2,10,25,58,12,41,5
2680,2,10,100,24,8,16,0
2681,2,10,18,40,12,21,7
2682,2,10,20,22,3,15,4
2683,2,10,111,12,3,7,2
2684,2,10,107,24,11,10,3
2685,2,10,30,21,3,17,1
2686,2,10,49,33,10,20,3
2687,2,10,88,21,2,13,6
2688,2,10,26,12,5,4,3
2689,2,10,123,6,1,4,1
2690,2,10,9,20,2,16,2
2691,2,10,104,34,15,13,6
2692,2,10,33,29,2,22,5
2693,2,10,62,25,6,8,11
2694,2,10,22,0,0,0,0
2695,2,11,44,47,10,25,12
2696,2,11,103,56,18,31,7
2697,2,11,28,34,8,21,5
2698,2,11,105,38,19,14,5
2699,2,11,13,44,8,27,9
2700,2,11,71,36,16,16,4
2701,2,11,7,26,8,13,5
2702,2,11,46,44,10,24,10
2703,2,11,48,43,12,27,4
2704,2,11,19,35,13,17,5
2705,2,11,41,45,18,24,3
2706,2,11,14,57,22,29,6
2707,2,11,67,39,12,20,7
2708,2,11,17,30,10,14,6
2709,2,11,61,29,9,15,5
2710,2,11,102,20,10,8,2
2711,2,11,110,35,14,16,5
2712,2,11,108,23,6,9,8
2713,2,11,75,76,25,44,7
2714,2,11,73,54,11,33,10
2715,2,11,60,31,14,13,4
2716,2,11,68,19,3,11,5
2717,2,11,79,49,20,18,11
2718,2,11,121,37,10,18,9
2719,2,11,23,33,11,16,6
2720,2,11,42,39,11,20,8
2721,2,11,115,41,11,23,7
2722,2,11,52,66,18,40,8
2723,2,11,122,42,8,27,7
2724,2,11,1,41,10,26,5
2725,2,11,72,33,6,22,5
2726,2,11,109,43,13,26,4
2727,2,11,24,30,12,17,1
2728,2,11,81,31,10,19,2
2729,2,11,90,42,10,24,8
2730,2,11,112,15,1,13,1
2731,2,11,43,60,13,36,11
2732,2,11,84,41,10,22,9
2733,2,11,47,46,13,28,5
2734,2,11,77,46,10,23,13
2735,2,11,101,29,9,11,9
2736,2,11,83,31,18,12,1
2737,2,11,113,51,21,24,6
2738,2,11,120,38,8,24,6
2739,2,11,70,24,7,14,3
2740,2,11,69,15,4,8,3
2741,2,11,66,18,5,11,2
2742,2,11,114,49,7,27,15
2743,2,11,76,15,7,4,4
2744,2,11,63,19,4,9,6
2745,2,11,45,28,4,21,3
2746,2,11,106,32,12,17,3
2747,2,11,10,21,8,12,1
2748,2,11,78,23,6,12,5
2749,2,11,6,29,15,11,3
2750,2,11,5,22,7,10,5
2751,2,11,94,16,7,5,4
2752,2,11,40,55,11,37,7
2753,2,11,34,22,9,10,3
2754,2,11,32,30,3,20,7
2755,2,11,50,18,7,9,2
2756,2,11,25,39,8,29,2
2757,2,11,100,18,6,9,3
2758,2,11,18,39,7,25,7
2759,2,11,20,21,9,7,5
2760,2,11,111,19,10,7,2
2761,2,11,107,22,7,11,4
2762,2,11,30,31,7,21,3
2763,2,11,49,31,5,21,5
2764,2,11,88,32,10,18,4
2765,2,11,26,14,4,7,3
2766,2,11,123,12,2,6,4
2767,2,11,9,26,6,15,5
2768,2,11,104,43,19,15,9
2769,2,11,33,24,3,19,2
2770,2,11,62,30,13,14,3
2771,2,11,22,0,0,0,0
2772,2,12,44,76,19,48,9
2773,2,12,103,77,28,44,5
2774,2,12,28,41,12,24,5
2775,2,12,105,54,18,29,7
2776,2,12,13,76,21,44,11
2777,2,12,71,57,21,26,10
2778,2,12,7,16,6,9,1
2779,2,12,46,67,16,41,10
2780,2,12,48,48,9,35,4
2781,2,12,19,59,24,33,2
2782,2,12,41,59,22,34,3
2783,2,12,14,105,44,53,8
2784,2,12,67,63,14,42,7
2785,2,12,17,30,13,16,1
2786,2,12,61,39,20,11,8
2787,2,12,102,55,19,27,9
2788,2,12,110,57,14,40,3
2789,2,12,108,44,14,23,7
2790,2,12,75,103,37,51,15
2791,2,12,73,67,21,36,10
2792,2,12,60,49,19,24,6
2793,2,12,68,29,11,16,2
2794,2,12,79,59,16,30,13
2795,2,12,121,53,13,32,8
2796,2,12,23,40,13,20,7
2797,2,12,42,42,11,28,3
2798,2,12,115,50,19,27,4
2799,2,12,52,77,16,57,4
2800,2,12,122,39,13,22,4
2801,2,12,1,54,22,28,4
2802,2,12,72,44,15,25,4
2803,2,12,109,73,24,41,8
2804,2,12,24,35,13,18,4
2805,2,12,81,53,26,20,7
2806,2,12,90,55,14,36,5
2807,2,12,112,33,10,18,5
2808,2,12,43,79,25,37,17
2809,2,12,84,43,8,30,5
2810,2,12,47,65,19,37,9
2811,2,12,77,35,22,7,6
2812,2,12,101,35,13,18,4
2813,2,12,83,39,15,22,2
2814,2,12,113,61,29,26,6
2815,2,12,120,83,11,54,18
2816,2,12,70,63,23,35,5
2817,2,12,69,22,11,8,3
2818,2,12,66,37,16,17,4
2819,2,12,114,79,22,43,14
2820,2,12,76,18,7,9,2
2821,2,12,63,25,4,20,1
2822,2,12,45,59,18,38,3
2823,2,12,106,44,17,23,4
2824,2,12,10,39,22,15,2
2825,2,12,78,42,10,29,3
2826,2,12,6,42,24,14,4
2827,2,12,5,45,14,26,5
2828,2,12,94,16,6,9,1
2829,2,12,40,81,17,50,14
2830,2,12,34,28,11,10,7
2831,2,12,32,43,18,20,5
2832,2,12,50,24,4,16,4
2833,2,12,25,45,8,31,6
2834,2,12,100,33,16,13,4
2835,2,12,18,60,30,23,7
2836,2,12,20,33,12,15,6
2837,2,12,111,26,16,10,0
2838,2,12,107,44,10,26,8
2839,2,12,30,23,7,11,5
2840,2,12,49,56,14,34,8
2841,2,12,88,21,6,11,4
2842,2,12,26,27,10,12,5
2843,2,12,123,22,8,9,5
2844,2,12,9,27,7,17,3
2845,2,12,104,48,16,28,4
2846,2,12,33,17,7,7,3
2847,2,12,62,46,23,17,6
2848,2,12,22,0,0,0,0
2849,2,13,44,62,21,31,10
2850,2,13,103,76,25,40,11
2851,2,13,28,31,3,24,4
2852,2,13,105,45,20,19,6
2853,2,13,13,68,16,46,6
2854,2,13,71,50,13,27,10
2855,2,13,7,23,6,14,3
2856,2,13,46,52,14,26,12
2857,2,13,48,49,11,34,4
2858,2,13,19,41,20,17,4
2859,2,13,41,46,15,27,4
2860,2,13,14,117,33,75,9
2861,2,13,67,48,17,20,11
2862,2,13,17,23,5,15,3
2863,2,13,61,34,13,17,4
2864,2,13,102,31,14,14,3
2865,2,13,110,41,7,27,7
2866,2,13,108,30,5,20,5
2867,2,13,75,86,24,50,12
2868,2,13,73,84,26,47,11
2869,2,13,60,42,11,26,5
2870,2,13,68,34,8,24,2
2871,2,13,79,52,25,22,5
2872,2,13,121,47,8,29,10
2873,2,13,23,54,16,32,6
2874,2,13,42,53,10,31,12
2875,2,13,115,43,16,20,7
2876,2,13,52,77,20,49,8
2877,2,13,122,43,9,22,12
2878,2,13,1,48,18,28,2
2879,2,13,72,37,13,18,6
2880,2,13,109,57,11,38,8
2881,2,13,24,29,8,17,4
2882,2,13,81,29,6,12,11
2883,2,13,90,41,9,26,6
2884,2,13,112,24,5,17,2
2885,2,13,43,75,11,48,16
2886,2,13,84,34,8,22,4
2887,2,13,47,43,8,24,11
2888,2,13,77,47,15,19,13
2889,2,13,101,27,10,11,6
2890,2,13,83,38,11,22,5
2891,2,13,113,53,14,36,3
2892,2,13,120,53,9,31,13
2893,2,13,70,49,18,25,6
2894,2,13,69,28,9,14,5
2895,2,13,66,21,6,11,4
2896,2,13,114,46,11,26,9
2897,2,13,76,14,5,7,2
2898,2,13,63,25,9,13,3
2899,2,13,45,45,11,16,18
2900,2,13,106,40,17,20,3
2901,2,13,10,24,7,16,1
2902,2,13,78,27,6,19,2
2903,2,13,6,26,11,13,2
2904,2,13,5,40,17,23,0
2905,2,13,94,20,7,11,2
2906,2,13,40,92,19,59,14
2907,2,13,34,22,9,7,6
2908,2,13,32,31,7,18,6
2909,2,13,50,24,8,13,3
2910,2,13,25,46,7,34,5
2911,2,13,100,23,6,13,4
2912,2,13,18,59,16,35,8
2913,2,13,20,41,17,15,9
2914,2,13,111,14,7,5,2
2915,2,13,107,32,12,12,8
2916,2,13,30,28,7,19,2
2917,2,13,49,32,8,17,7
2918,2,13,88,19,5,12,2
2919,2,13,26,18,6,11,1
2920,2,13,123,11,4,6,1
2921,2,13,9,30,7,17,6
2922,2,13,104,23,7,12,4
2923,2,13,33,34,13,18,3
2924,2,13,62,46,15,22,9
2925,2,13,22,0,0,0,0
2926,2,14,44,69,18,42,9
2927,2,14,103,80,25,43,12
2928,2,14,28,39,7,30,2
2929,2,14,105,43,19,16,8
2930,2,14,13,72,21,46,5
2931,2,14,71,52,17,22,13
2932,2,14,7,28,4,22,2
2933,2,14,46,64,14,40,10
2934,2,14,48,69,16,41,12
2935,2,14,19,43,15,25,3
2936,2,14,41,56,14,40,2
2937,2,14,14,121,25,91,5
2938,2,14,67,50,20,23,7
2939,2,14,17,10,2,7,1
2940,2,14,61,49,18,23,8
2941,2,14,102,38,12,19,7
2942,2,14,110,49,10,35,4
2943,2,14,108,45,15,26,4
2944,2,14,75,124,34,70,20
2945,2,14,73,69,26,32,11
2946,2,14,60,35,12,16,7
2947,2,14,68,38,10,18,10
2948,2,14,79,52,20,24,8
2949,2,14,121,68,17,36,15
2950,2,14,23,27,12,9,6
2951,2,14,42,58,7,38,13
2952,2,14,115,31,8,16,7
2953,2,14,52,65,16,41,8
2954,2,14,122,38,13,20,5
2955,2,14,1,58,13,41,4
2956,2,14,72,55,19,31,5
2957,2,14,109,71,17,42,12
2958,2,14,24,48,12,27,9
2959,2,14,81,40,13,19,8
2960,2,14,90,47,18,23,6
2961,2,14,112,33,6,25,2
2962,2,14,43,98,20,62,16
2963,2,14,84,45,11,24,10
2964,2,14,47,59,17,27,15
2965,2,14,77,47,18,26,3
2966,2,14,101,38,9,22,7
2967,2,14,83,42,19,20,3
2968,2,14,113,59,23,31,5
2969,2,14,120,51,8,32,11
2970,2,14,70,53,13,32,8
2971,2,14,69,45,21,20,4
2972,2,14,66,23,5,13,5
2973,2,14,114,52,10,34,8
2974,2,14,76,15,7,5,3
2975,2,14,63,39,13,21,5
2976,2,14,45,38,10,22,6
2977,2,14,106,43,18,17,8
2978,2,14,10,31,7,22,2
2979,2,14,78,19,5,9,5
2980,2,14,6,32,8,22,2
2981,2,14,5,41,14,24,3
2982,2,14,94,26,4,15,7
2983,2,14,40,96,21,66,9
2984,2,14,34,29,10,16,3
2985,2,14,32,40,11,24,5
2986,2,14,50,26,10,13,3
2987,2,14,25,47,8,34,5
2988,2,14,100,28,8,13,7
2989,2,14,18,71,25,36,10
2990,2,14,20,36,6,26,4
2991,2,14,111,24,13,5,6
2992,2,14,107,36,15,17,4
2993,2,14,30,23,7,15,1
2994,2,14,49,45,14,27,4
2995,2,14,88,31,15,12,4
2996,2,14,26,19,4,10,5
2997,2,14,123,27,6,16,5
2998,2,14,9,39,14,20,5
2999,2,14,104,60,14,39,7
3000,2,14,33,32,7,20,5
3001,2,14,62,40,11,26,3
3002,2,14,22,0,0,0,0
3003,2,15,44,98,26,59,13
3004,2,15,103,89,23,55,11
3005,2,15,28,53,13,36,4
3006,2,15,105,68,23,28,17
3007,2,15,13,58,19,31,8
3008,2,15,71,61,23,31,7
3009,2,15,7,29,5,20,4
3010,2,15,46,74,22,37,15
3011,2,15,48,58,14,31,13
3012,2,15,19,68,26,39,3
3013,2,15,41,77,25,46,6
3014,2,15,14,105,20,81,4
3015,2,15,67,80,34,31,15
3016,2,15,17,19,5,11,3
3017,2,15,61,42,12,26,4
3018,2,15,102,53,17,29,7
3019,2,15,110,54,18,32,4
3020,2,15,108,37,10,19,8
3021,2,15,75,116,36,59,21
3022,2,15,73,100,32,54,14
3023,2,15,60,44,13,23,8
3024,2,15,68,37,11,20,6
3025,2,15,79,54,22,23,9
3026,2,15,121,44,8,29,7
3027,2,15,23,37,11,23,3
3028,2,15,42,84,31,39,14
3029,2,15,115,49,19,28,2
3030,2,15,52,93,23,60,10
3031,2,15,122,39,9,19,11
3032,2,15,1,68,10,53,5
3033,2,15,72,45,8,31,6
3034,2,15,109,65,16,39,10
3035,2,15,24,46,15,23,8
3036,2,15,81,40,11,19,10
3037,2,15,90,61,20,33,8
3038,2,15,112,43,8,33,2
3039,2,15,43,87,20,56,11
3040,2,15,84,46,16,18,12
3041,2,15,47,85,24,41,20
3042,2,15,77,43,19,18,6
3043,2,15,101,29,12,15,2
3044,2,15,83,44,21,19,4
3045,2,15,113,60,26,30,4
3046,2,15,120,64,12,36,16
3047,2,15,70,94,31,53,10
3048,2,15,69,26,7,15,4
3049,2,15,66,24,7,14,3
3050,2,15,114,81,23,45,13
3051,2,15,76,21,6,12,3
3052,2,15,63,34,10,23,1
3053,2,15,45,58,16,37,5
3054,2,15,106,54,17,31,6
3055,2,15,10,25,5,20,0
3056,2,15,78,32,8,19,5
3057,2,15,6,38,11,22,5
3058,2,15,5,51,19,30,2
3059,2,15,94,22,11,10,1
3060,2,15,40,95,20,64,11
3061,2,15,34,29,10,13,6
3062,2,15,32,46,10,33,3
3063,2,15,50,31,9,19,3
3064,2,15,25,61,16,37,8
3065,2,15,100,18,4,9,5
3066,2,15,18,71,26,34,11
3067,2,15,20,47,19,27,1
3068,2,15,111,34,14,12,8
3069,2,15,107,43,13,22,8
3070,2,15,30,34,6,23,5
3071,2,15,49,54,11,41,2
3072,2,15,88,29,12,14,3
3073,2,15,26,26,10,11,5
3074,2,15,123,17,2,9,6
3075,2,15,9,28,8,14,6
3076,2,15,104,49,12,30,7
3077,2,15,33,32,14,16,2
3078,2,15,62,53,10,31,12
3079,2,15,22,1,0,1,0
3080,2,16,44,107,24,73,10
3081,2,16,103,73,20,43,10
3082,2,16,28,35,9,23,3
3083,2,16,105,46,21,17,8
3084,2,16,13,67,21,37,9
3085,2,16,71,51,20,25,6
3086,2,16,7,24,7,12,5
3087,2,16,46,70,19,38,13
3088,2,16,48,68,17,44,7
3089,2,16,19,50,18,25,7
3090,2,16,41,61,20,34,7
3091,2,16,14,105,21,79,5
3092,2,16,67,63,18,29,16
3093,2,16,17,23,4,17,2
3094,2,16,61,42,14,21,7
3095,2,16,102,36,10,16,10
3096,2,16,110,80,22,51,7
3097,2,16,108,25,9,14,2
3098,2,16,75,115,43,53,19
3099,2,16,73,91,30,53,8
3100,2,16,60,33,14,13,6
3101,2,16,68,43,10,28,5
3102,2,16,79,59,18,29,12
3103,2,16,121,61,9,42,10
3104,2,16,23,59,14,38,7
3105,2,16,42,64,17,38,9
3106,2,16,115,50,19,27,4
3107,2,16,52,100,20,71,9
3108,2,16,122,34,9,18,7
3109,2,16,1,45,9,32,4
3110,2,16,72,48,12,31,5
3111,2,16,109,65,19,35,11
3112,2,16,24,27,8,17,2
3113,2,16,81,41,22,16,3
3114,2,16,90,39,15,21,3
3115,2,16,112,21,8,12,1
3116,2,16,43,83,17,49,17
3117,2,16,84,50,15,27,8
3118,2,16,47,54,12,35,7
3119,2,16,77,54,18,24,12
3120,2,16,101,25,8,15,2
3121,2,16,83,50,18,25,7
3122,2,16,113,54,24,26,4
3123,2,16,120,49,7,19,23
3124,2,16,70,58,21,31,6
3125,2,16,69,43,19,19,5
3126,2,16,66,38,9,24,5
3127,2,16,114,63,16,38,9
3128,2,16,76,22,6,15,1
3129,2,16,63,28,9,16,3
3130,2,16,45,47,9,32,6
3131,2,16,106,45,18,24,3
3132,2,16,10,33,11,20,2
3133,2,16,78,37,9,20,8
3134,2,16,6,37,11,24,2
3135,2,16,5,33,5,28,0
3136,2,16,94,19,8,9,2
3137,2,16,40,86,19,57,10
3138,2,16,34,39,16,20,3
3139,2,16,32,50,8,35,7
3140,2,16,50,43,10,27,6
3141,2,16,25,79,16,50,13
3142,2,16,100,17,2,12,3
3143,2,16,18,62,24,33,5
3144,2,16,20,35,11,21,3
3145,2,16,111,21,10,10,1
3146,2,16,107,35,11,13,11
3147,2,16,30,31,7,19,5
3148,2,16,49,49,12,33,4
3149,2,16,88,33,12,17,4
3150,2,16,26,21,3,14,4
3151,2,16,123,16,7,5,4
3152,2,16,9,41,8,25,8
3153,2,16,104,47,15,24,8
3154,2,16,33,30,10,18,2
3155,2,16,62,26,7,11,8
3156,2,16,22,0,0,0,0
3157,2,17,44,78,20,52,6
3158,2,17,103,78,33,34,11
3159,2,17,28,61,12,43,6
3160,2,17,105,65,15,30,20
3161,2,17,13,64,17,38,9
3162,2,17,71,53,20,27,6
3163,2,17,7,36,7,21,8
3164,2,17,46,85,21,55,9
3165,2,17,48,46,10,28,8
3166,2,17,19,54,22,29,3
3167,2,17,41,50,11,30,9
3168,2,17,14,109,28,77,4
3169,2,17,67,74,32,32,10
3170,2,17,17,22,8,11,3
3171,2,17,61,37,16,18,3
3172,2,17,102,44,11,27,6
3173,2,17,110,66,17,42,7
3174,2,17,108,30,10,17,3
3175,2,17,75,129,43,66,20
3176,2,17,73,78,22,43,13
3177,2,17,60,55,16,20,19
3178,2,17,68,38,13,22,3
3179,2,17,79,60,15,37,8
3180,2,17,121,54,11,34,9
3181,2,17,23,74,18,51,5
3182,2,17,42,59,14,35,10
3183,2,17,115,46,19,20,7
3184,2,17,52,94,25,63,6
3185,2,17,122,39,8,23,8
3186,2,17,1,56,10,37,9
3187,2,17,72,39,12,23,4
3188,2,17,109,55,20,29,6
3189,2,17,24,40,10,19,11
3190,2,17,81,49,19,21,9
3191,2,17,90,47,16,28,3
3192,2,17,112,38,8,28,2
3193,2,17,43,92,30,52,10
3194,2,17,84,26,11,12,3
3195,2,17,47,66,16,39,11
3196,2,17,77,57,17,34,6
3197,2,17,101,26,9,14,3
3198,2,17,83,41,13,23,5
3199,2,17,113,45,14,27,4
3200,2,17,120,54,13,29,12
3201,2,17,70,71,19,42,10
3202,2,17,69,27,4,19,4
3203,2,17,66,36,15,19,2
3204,2,17,114,65,14,48,3
3205,2,17,76,21,10,7,4
3206,2,17,63,30,13,13,4
3207,2,17,45,56,10,36,10
3208,2,17,106,46,18,26,2
3209,2,17,10,30,12,14,4
3210,2,17,78,30,11,15,4
3211,2,17,6,43,9,29,5
3212,2,17,5,41,14,26,1
3213,2,17,94,17,5,7,5
3214,2,17,40,89,19,55,15
3215,2,17,34,34,8,21,5
3216,2,17,32,52,15,32,5
3217,2,17,50,32,6,22,4
3218,2,17,25,61,11,44,6
3219,2,17,100,15,2,9,4
3220,2,17,18,86,35,39,12
3221,2,17,20,37,15,19,3
3222,2,17,111,24,9,11,4
3223,2,17,107,27,8,17,2
3224,2,17,30,27,9,15,3
3225,2,17,49,44,8,32,4
3226,2,17,88,37,17,15,5
3227,2,17,26,25,7,14,4
3228,2,17,123,20,6,8,6
3229,2,17,9,37,11,22,4
3230,2,17,104,51,12,28,11
3231,2,17,33,34,8,24,2
3232,2,17,62,52,16,32,4
3233,2,17,22,2,1,0,1
3234,2,18,44,104,25,69,10
3235,2,18,103,68,20,34,14
3236,2,18,28,45,9,32,4
3237,2,18,105,68,22,38,8
3238,2,18,13,65,27,33,5
3239,2,18,71,61,21,34,6
3240,2,18,7,29,5,20,4
3241,2,18,46,81,22,50,9
3242,2,18,48,56,16,38,2
3243,2,18,19,38,20,17,1
3244,2,18,41,64,21,35,8
3245,2,18,14,124,33,88,3
3246,2,18,67,65,29,28,8
3247,2,18,17,25,12,10,3
3248,2,18,61,59,20,35,4
3249,2,18,102,47,11,26,10
3250,2,18,110,64,15,41,8
3251,2,18,108,27,10,11,6
3252,2,18,75,145,46,83,16
3253,2,18,73,98,23,56,19
3254,2,18,60,42,13,18,11
3255,2,18,68,29,7,17,5
3256,2,18,79,52,21,24,7
3257,2,18,121,61,14,37,10
3258,2,18,23,80,17,54,9
3259,2,18,42,54,15,37,2
3260,2,18,115,57,14,36,7
3261,2,18,52,93,20,64,9
3262,2,18,122,40,13,21,6
3263,2,18,1,38,12,24,2
3264,2,18,72,40,9,26,5
3265,2,18,109,62,27,29,6
3266,2,18,24,36,12,23,1
3267,2,18,81,38,16,18,4
3268,2,18,90,46,19,24,3
3269,2,18,112,32,5,26,1
3270,2,18,43,74,20,42,12
3271,2,18,84,37,10,25,2
3272,2,18,47,65,20,38,7
3273,2,18,77,41,11,24,6
3274,2,18,101,24,13,7,4
3275,2,18,83,55,22,28,5
3276,2,18,113,63,25,35,3
3277,2,18,120,67,15,33,19
3278,2,18,70,57,14,35,8
3279,2,18,69,41,14,20,7
3280,2,18,66,34,7,20,7
3281,2,18,114,64,19,38,7
3282,2,18,76,24,10,11,3
3283,2,18,63,40,14,21,5
3284,2,18,45,57,9,38,10
3285,2,18,106,55,18,29,8
3286,2,18,10,31,8,19,4
3287,2,18,78,31,5,19,7
3288,2,18,6,29,6,21,2
3289,2,18,5,33,13,17,3
3290,2,18,94,20,4,13,3
3291,2,18,40,81,14,57,10
3292,2,18,34,47,18,24,5
3293,2,18,32,44,10,28,6
3294,2,18,50,36,9,20,7
3295,2,18,25,63,17,42,4
3296,2,18,100,23,6,14,3
3297,2,18,18,58,20,31,7
3298,2,18,20,33,8,23,2
3299,2,18,111,27,9,13,5
3300,2,18,107,50,12,30,8
3301,2,18,30,36,13,20,3
3302,2,18,49,68,9,53,6
3303,2,18,88,36,10,21,5
3304,2,18,26,21,4,16,1
3305,2,18,123,18,5,10,3
3306,2,18,9,42,10,32,0
3307,2,18,104,48,17,26,5
3308,2,18,33,27,12,13,2
3309,2,18,62,49,13,25,11
3310,2,18,22,0,0,0,0
3311,2,19,44,95,22,63,10
3312,2,19,103,72,22,38,12
3313,2,19,28,48,15,26,7
3314,2,19,105,62,30,22,10
3315,2,19,13,66,17,45,4
3316,2,19,71,61,21,26,14
3317,2,19,7,32,9,18,5
3318,2,19,46,81,22,52,7
3319,2,19,48,50,12,29,9
3320,2,19,19,50,23,25,2
3321,2,19,41,59,20,32,7
3322,2,19,14,93,28,58,7
3323,2,19,67,78,27,36,15
3324,2,19,17,24,6,13,5
3325,2,19,61,48,20,25,3
3326,2,19,102,43,19,18,6
3327,2,19,110,45,18,23,4
3328,2,19,108,20,6,8,6
3329,2,19,75,165,39,105,21
3330,2,19,73,70,22,40,8
3331,2,19,60,51,21,24,6
3332,2,19,68,27,6,14,7
3333,2,19,79,61,23,30,8
3334,2,19,121,42,6,30,6
3335,2,19,23,62,14,40,8
3336,2,19,42,71,14,49,8
3337,2,19,115,58,15,38,5
3338,2,19,52,113,33,72,8
3339,2,19,122,33,4,26,3
3340,2,19,1,41,10,29,2
3341,2,19,72,45,8,32,5
3342,2,19,109,55,14,35,6
3343,2,19,24,40,13,23,4
3344,2,19,81,47,15,27,5
3345,2,19,90,38,15,22,1
3346,2,19,112,35,5,29,1
3347,2,19,43,106,26,61,19
3348,2,19,84,29,9,18,2
3349,2,19,47,68,22,37,9
3350,2,19,77,69,19,39,11
3351,2,19,101,34,14,17,3
3352,2,19,83,46,18,21,7
3353,2,19,113,45,16,25,4
3354,2,19,120,41,6,25,10
3355,2,19,70,50,21,21,8
3356,2,19,69,32,16,10,6
3357,2,19,66,31,7,21,3
3358,2,19,114,60,16,36,8
3359,2,19,76,16,4,9,3
3360,2,19,63,36,16,16,4
3361,2,19,45,49,14,21,14
3362,2,19,106,40,15,22,3
3363,2,19,10,27,14,13,0
3364,2,19,78,41,10,27,4
3365,2,19,6,29,9,18,2
3366,2,19,5,25,8,14,3
